,hs,申請系所,FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung
255,臺中二中,"逢甲大學應用數學系
靜宜大學應用化學系-類繁星
靜宜大學食品營養學系食品與生物技術組
靜宜大學食品營養學系食品與生物技術組-類繁星",0,0,4,逢甲大學應用數學系,靜宜大學應用化學系-類繁星,靜宜大學食品營養學系食品與生物技術組,靜宜大學食品營養學系食品與生物技術組-類繁星,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.25,1,0.25,1,0
256,私立明德高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系財務工程組
靜宜大學統計資訊學系
國立臺東大學數學系",1,1,4,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組,靜宜大學統計資訊學系,國立臺東大學數學系,0,0,0,0,0,0,0,臺中市,1,0.25,1,0.25,3,0.75,1,0
257,桃園市育達高中,"逢甲大學應用數學系
中原大學應用數學系",0,0,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.5,2,1.0,0,2
258,員林高中,"逢甲大學應用數學系
靜宜大學企業管理學系
靜宜大學會計學系",1,1,3,逢甲大學應用數學系,靜宜大學企業管理學系,靜宜大學會計學系,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1
259,新竹女中,"逢甲大學應用數學系
東海大學應用數學系
國立東華大學應用數學系統計科學組
國立臺東大學應用數學系
國立嘉義大學應用數學系",0,0,5,逢甲大學應用數學系,東海大學應用數學系,國立東華大學應用數學系統計科學組,國立臺東大學應用數學系,國立嘉義大學應用數學系,0,0,0,0,0,0,新竹市,3,0.6,1,0.2,5,1.0,0,1
260,臺南女中,"逢甲大學應用數學系
中原大學應用數學系
東海大學統計學系(自然組)",0,0,3,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),0,0,0,0,0,0,0,0,臺南市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,2
261,中興高中,"逢甲大學應用數學系
東海大學統計學系(自然組)
逢甲大學水利工程與資源保育學系
靜宜大學企業管理學系
國立金門大學企業管理學系",1,0,5,逢甲大學應用數學系,東海大學統計學系(自然組),逢甲大學水利工程與資源保育學系,靜宜大學企業管理學系,國立金門大學企業管理學系,0,0,0,0,0,0,南投縣,1,0.2,2,0.4,1,0.2,0,1
262,斗六高中,"逢甲大學應用數學系
長榮大學護理學系
慈濟大學護理學系
輔英科技大學護理系
弘光科技大學護理系",0,0,5,逢甲大學應用數學系,長榮大學護理學系,慈濟大學護理學系,輔英科技大學護理系,弘光科技大學護理系,0,0,0,0,0,0,雲林縣,0,0.0,1,0.2,1,0.2,0,1
263,板橋高中,"逢甲大學應用數學系
中國文化大學資訊工程學系
輔仁大學數學系資訊數學組",1,1,3,逢甲大學應用數學系,中國文化大學資訊工程學系,輔仁大學數學系資訊數學組,0,0,0,0,0,0,0,0,新北市,0,0.0,1,0.3333333333333333,3,1.0,0,3
264,高雄中學,"逢甲大學應用數學系
東海大學統計學系(社會組)
逢甲大學通訊工程學系
義守大學資訊工程學系
朝陽科技大學資訊管理系資訊管理組
嶺東科技大學國際企業系
嶺東科技大學財務金融系",1,1,7,逢甲大學應用數學系,東海大學統計學系(社會組),逢甲大學通訊工程學系,義守大學資訊工程學系,朝陽科技大學資訊管理系資訊管理組,嶺東科技大學國際企業系,嶺東科技大學財務金融系,0,0,0,0,高雄市,0,0.0,2,0.2857142857142857,1,0.14285714285714285,0,2
265,國立宜蘭大學,"逢甲大學應用數學系
東海大學應用數學系",0,0,2,逢甲大學應用數學系,東海大學應用數學系,0,0,0,0,0,0,0,0,0,宜蘭縣,0,0.0,1,0.5,2,1.0,0,3
266,臺東高中,"逢甲大學應用數學系
中國文化大學建築及都市設計學系
靜宜大學財務與計算數學系財務工程組
銘傳大學數位媒體設計學系(桃園校區)
實踐大學時尚設計學系(高雄校區)
正修科技大學數位多媒體設計系",0,0,6,逢甲大學應用數學系,中國文化大學建築及都市設計學系,靜宜大學財務與計算數學系財務工程組,銘傳大學數位媒體設計學系(桃園校區),實踐大學時尚設計學系(高雄校區),正修科技大學數位多媒體設計系,0,0,0,0,0,臺東縣,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0,3
267,高雄女中,"逢甲大學應用數學系
東海大學統計學系(社會組)",1,1,2,逢甲大學應用數學系,東海大學統計學系(社會組),0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.5,1,0.5,0,2
268,新竹高中,"逢甲大學應用數學系
逢甲大學統計學系",1,0,2,逢甲大學應用數學系,逢甲大學統計學系,0,0,0,0,0,0,0,0,0,新竹市,0,0.0,2,1.0,1,0.5,0,1
269,國立屏東大學,"逢甲大學應用數學系
逢甲大學風險管理與保險學系
靜宜大學財務與計算數學系計算數學組
朝陽科技大學建築系室內設計組",1,1,4,逢甲大學應用數學系,逢甲大學風險管理與保險學系,靜宜大學財務與計算數學系計算數學組,朝陽科技大學建築系室內設計組,0,0,0,0,0,0,0,屏東縣,0,0.0,2,0.5,3,0.75,0,3
270,臺東高中,"逢甲大學應用數學系
中原大學應用數學系
銘傳大學資訊工程學系(桃園校區)
實踐大學資訊科技與管理學系(臺北校區)",0,0,4,逢甲大學應用數學系,中原大學應用數學系,銘傳大學資訊工程學系(桃園校區),實踐大學資訊科技與管理學系(臺北校區),0,0,0,0,0,0,0,臺東縣,0,0.0,1,0.25,2,0.5,0,3
271,臺中一中,"逢甲大學應用數學系
逢甲大學工業工程與系統管理學系
靜宜大學財務與計算數學系財務工程組
國立屏東大學應用物理系光電暨材料組",1,0,4,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,靜宜大學財務與計算數學系財務工程組,國立屏東大學應用物理系光電暨材料組,0,0,0,0,0,0,0,臺中市,1,0.25,2,0.5,2,0.5,1,0
272,員林高中,"逢甲大學應用數學系
靜宜大學財務金融學系
靜宜大學財務金融學系-類繁星
亞洲大學財務金融學系投資理財組",1,1,4,逢甲大學應用數學系,靜宜大學財務金融學系,靜宜大學財務金融學系-類繁星,亞洲大學財務金融學系投資理財組,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,1,0.25,0,1
273,高雄中學,"逢甲大學應用數學系
東海大學應用物理學系
逢甲大學纖維與複合材料學系
逢甲大學工業工程與系統管理學系
逢甲大學水利工程與資源保育學系",1,0,5,逢甲大學應用數學系,東海大學應用物理學系,逢甲大學纖維與複合材料學系,逢甲大學工業工程與系統管理學系,逢甲大學水利工程與資源保育學系,0,0,0,0,0,0,高雄市,0,0.0,4,0.8,1,0.2,0,2
274,國立雲林科技大學,"逢甲大學應用數學系
中原大學應用數學系
東海大學統計學系(自然組)
輔仁大學數學系應用數學組",0,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),輔仁大學數學系應用數學組,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.25,4,1.0,0,1
275,臺中女中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學資訊電機學院不分系榮譽班
中國文化大學資訊工程學系
靜宜大學資訊工程學系",0,0,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學資訊電機學院不分系榮譽班,中國文化大學資訊工程學系,靜宜大學資訊工程學系,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,2,0.4,1,0
276,天主教道明中學,"逢甲大學應用數學系
東吳大學數學系
國立屏東大學應用數學系
國立臺東大學應用數學系",0,0,4,逢甲大學應用數學系,東吳大學數學系,國立屏東大學應用數學系,國立臺東大學應用數學系,0,0,0,0,0,0,0,高雄市,2,0.5,1,0.25,4,1.0,0,2
277,私立明德高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
國立東華大學應用數學系數學科學組",0,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,國立東華大學應用數學系數學科學組,0,0,0,0,0,0,0,臺中市,1,0.25,1,0.25,5,1.25,1,0
278,中山高中,"逢甲大學應用數學系
逢甲大學土木工程學系
國立高雄師範大學數學系數學組
國立臺南大學應用數學系
國立屏東大學應用數學系",1,0,5,逢甲大學應用數學系,逢甲大學土木工程學系,國立高雄師範大學數學系數學組,國立臺南大學應用數學系,國立屏東大學應用數學系,0,0,0,0,0,0,高雄市,3,0.6,2,0.4,5,1.0,0,2
280,中興高中,"逢甲大學應用數學系
東吳大學數學系
東海大學應用物理學系材料及奈米科技組
東海大學化學工程與材料工程學系
逢甲大學工業工程與系統管理學系",0,0,5,逢甲大學應用數學系,東吳大學數學系,東海大學應用物理學系材料及奈米科技組,東海大學化學工程與材料工程學系,逢甲大學工業工程與系統管理學系,0,0,0,0,0,0,南投縣,0,0.0,2,0.4,2,0.4,0,1
281,文華高中,"逢甲大學應用數學系
東海大學統計學系(社會組)",0,0,2,逢甲大學應用數學系,東海大學統計學系(社會組),0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
282,臺中一中,"逢甲大學應用數學系
東海大學資訊管理學系(物聯網與大數據應用組)",0,0,2,逢甲大學應用數學系,東海大學資訊管理學系(物聯網與大數據應用組),0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
283,新竹女中,"逢甲大學應用數學系
逢甲大學工業工程與系統管理學系",1,0,2,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,0,0,0,0,0,0,0,0,0,新竹市,0,0.0,2,1.0,1,0.5,0,1
284,臺中二中,"逢甲大學應用數學系
東海大學應用數學系
東海大學資訊工程學系資電工程組
東海大學資訊工程學系軟體工程組
逢甲大學電子工程學系",0,0,5,逢甲大學應用數學系,東海大學應用數學系,東海大學資訊工程學系資電工程組,東海大學資訊工程學系軟體工程組,逢甲大學電子工程學系,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,2,0.4,1,0
285,私立光隆家商,"逢甲大學應用數學系
東海大學化學工程與材料工程學系
淡江大學數學學系數學組",0,0,3,逢甲大學應用數學系,東海大學化學工程與材料工程學系,淡江大學數學學系數學組,0,0,0,0,0,0,0,0,基隆市,0,0.0,1,0.3333333333333333,3,1.0,0,3
286,員林高中,"逢甲大學應用數學系
中原大學應用數學系",1,1,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.5,2,1.0,0,1
287,中壢高商,"逢甲大學應用數學系
中原大學應用數學系
東海大學化學工程與材料工程學系",1,1,3,逢甲大學應用數學系,中原大學應用數學系,東海大學化學工程與材料工程學系,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,2
288,私立明德高中,"逢甲大學應用數學系
靜宜大學台灣文學系
靜宜大學資訊傳播工程學系(互動藝術組)
銘傳大學應用中國文學系(桃園校區)
銘傳大學應用日語學系(桃園校區)
修平科技大學人力資源管理與發展系
僑光科技大學多媒體與遊戲設計系
中臺科技大學老人照顧系
朝陽科技大學資訊管理系資訊管理組",0,0,9,逢甲大學應用數學系,靜宜大學台灣文學系,靜宜大學資訊傳播工程學系(互動藝術組),銘傳大學應用中國文學系(桃園校區),銘傳大學應用日語學系(桃園校區),修平科技大學人力資源管理與發展系,僑光科技大學多媒體與遊戲設計系,中臺科技大學老人照顧系,朝陽科技大學資訊管理系資訊管理組,0,0,臺中市,0,0.0,1,0.1111111111111111,1,0.1111111111111111,1,0
289,員林高中,"逢甲大學應用數學系
靜宜大學資訊傳播工程學系
嘉南藥理科技大學環境資源管理系",1,1,3,逢甲大學應用數學系,靜宜大學資訊傳播工程學系,嘉南藥理科技大學環境資源管理系,0,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1
290,陽明高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學數學學系資料科學與數理統計組
輔仁大學數學系資訊數學組
國立勤益科技大學資訊工程系
華夏科技大學資訊工程系",0,0,7,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,輔仁大學數學系資訊數學組,國立勤益科技大學資訊工程系,華夏科技大學資訊工程系,0,0,0,0,臺北市,1,0.14285714285714285,1,0.14285714285714285,6,0.8571428571428571,0,3
292,私立長榮高中,"逢甲大學應用數學系
逢甲大學通訊工程學系
國立台東大學資訊工程學系",1,0,3,逢甲大學應用數學系,逢甲大學通訊工程學系,國立台東大學資訊工程學系,0,0,0,0,0,0,0,0,臺南市,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,2
293,斗六高中,"逢甲大學應用數學系
逢甲大學通訊工程學系
國立臺東大學教育學系
國立臺東大學幼兒教育學系
國立臺東大學特殊教育學系",0,0,5,逢甲大學應用數學系,逢甲大學通訊工程學系,國立臺東大學教育學系,國立臺東大學幼兒教育學系,國立臺東大學特殊教育學系,0,0,0,0,0,0,雲林縣,3,0.6,2,0.4,1,0.2,0,1
294,高雄女中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
東海大學應用數學系
淡江大學數學學系數學組",0,0,5,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,東海大學應用數學系,淡江大學數學學系數學組,0,0,0,0,0,0,高雄市,0,0.0,1,0.2,6,1.2,0,2
295,左營高中,"逢甲大學應用數學系
逢甲大學材料科學與工程學系
逢甲大學電機工程學系
義守大學電機工程學系
國立聯合大學光電工程學系",1,0,5,逢甲大學應用數學系,逢甲大學材料科學與工程學系,逢甲大學電機工程學系,義守大學電機工程學系,國立聯合大學光電工程學系,0,0,0,0,0,0,高雄市,1,0.2,3,0.6,1,0.2,0,2
296,逢甲大學,"逢甲大學應用數學系
逢甲大學工業工程與系統管理學系
逢甲大學經濟學系",1,0,3,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,逢甲大學經濟學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,3,1.0,1,0.3333333333333333,1,0
297,師大附中,"逢甲大學應用數學系
逢甲大學統計學系
銘傳大學會計學系(台北校區)
銘傳大學風險管理與保險學系(台北校區)
德明財經科技大學會計資訊系",0,0,5,逢甲大學應用數學系,逢甲大學統計學系,銘傳大學會計學系(台北校區),銘傳大學風險管理與保險學系(台北校區),德明財經科技大學會計資訊系,0,0,0,0,0,0,臺北市,0,0.0,2,0.4,1,0.2,0,3
298,清水高中,"逢甲大學應用數學系
東海大學統計學系(大數據與資料科學組)
逢甲大學環境工程與科學學系
國立聯合大學環境與安全衛生工程學系
國立聯合大學光電工程學系",1,0,5,逢甲大學應用數學系,東海大學統計學系(大數據與資料科學組),逢甲大學環境工程與科學學系,國立聯合大學環境與安全衛生工程學系,國立聯合大學光電工程學系,0,0,0,0,0,0,新北市,2,0.4,2,0.4,1,0.2,0,3
300,桃園市復旦高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
淡江大學數學學系資料科學與數理統計組
輔仁大學數學系純數學組",0,0,5,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,淡江大學數學學系資料科學與數理統計組,輔仁大學數學系純數學組,0,0,0,0,0,0,桃園市,0,0.0,1,0.2,6,1.2,0,2
301,建功高中,"逢甲大學應用數學系
東吳大學化學系
中原大學應用數學系
東海大學化學工程與材料工程學系(生化工程組)
東海大學畜產與生物科技學系
中國文化大學化學系",0,0,6,逢甲大學應用數學系,東吳大學化學系,中原大學應用數學系,東海大學化學工程與材料工程學系(生化工程組),東海大學畜產與生物科技學系,中國文化大學化學系,0,0,0,0,0,新竹市,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0,1
